149.119804234, 158.277547726, 56.9251851147, 66.7309240696, 57.737350997, 73.3947533902, 57.8407646636, 69.819860389, 67.2638424177, 82.8345401186, 168.04003384, 178.287387514, 86.7025996452, 61.330331408, 63.7409419609, 73.1975950433, 
96.6201197098, 73.2796607077, 212.481514171, 223.949750558, 45.907087033, 58.213614313, 52.907517844, 67.1159949121, 48.5037305054, 68.6592111876, 124.26588729, 92.9634178665, 48.7055854725, 64.6416561367, 210.9977972, 224.844387285, 
85.2846859893, 96.9111343923, 45.5015933259, 61.7215016766, 44.5140763265, 57.6248310158, 53.1969514239, 61.2091030035, 52.145880733, 67.0989007134, 122.101901461, 90.1342366588, 49.2972931889, 45.1490553797, 56.0113683464, 73.3903945236, 
49.682871089, 63.7222452993, 94.4979246819, 65.9955072027, 50.2432371432, 64.4960654184, 56.6588110788, 57.9638146872, 84.2190630911, 61.7069761289, 50.6457921154, 55.5696002478, 56.3341303181, 67.5921998709, 52.704691179, 65.4112559786, 
99.3815040454, 76.2107513112, 46.4614103425, 60.6450378764, 97.5174285777, 74.6344681478, 129.787028155, 99.5426663247, 42.9001871866, 58.2441682197, 67.2468162655, 78.0949736484, 39.9189693653, 51.3700942978, 56.5933927043, 51.0515079185, 
43.0362028922, 51.4341021397, 51.2749506766, 52.7649823709, 75.771274527, 92.1531762473, 79.6340076895, 95.9128305214, 49.5348284049, 65.274635489, 79.224901915, 107.016115481, 61.8802132325, 65.5972094128, 45.1904224984, 59.4621735466, 
51.8724054102, 62.8574473108, 70.5524965867, 80.8738219837, 49.4812198366, 51.3444568248, 199.986502559, 212.713983579, 38.5480491814, 42.1306953464, 209.856584034, 220.813433326, 50.9511698909, 61.249283929, 55.4841582514, 68.5049610776, 
41.9722950935, 50.585193313, 59.1630538787, 60.9007767204, 40.8235991488, 45.0022407878, 51.5887810951, 63.6360659751, 52.6510662962, 53.7359790436, 59.2700492103, 55.9592793889, 55.5897649184, 72.6268456325, 72.6330334368, 85.3548356892, 
47.9098826678, 53.237722339, 118.245912247, 89.4433899405, 39.4215231448, 50.0648143427, 51.9565375223, 63.0247878448, 99.4034387226, 75.983799505, 52.3063736776, 63.4582279269, 51.4397911283, 54.5388772475, 59.5732341002, 67.1033236851, 
109.278495905, 121.594655835, 125.862545973, 96.1570841438, 128.944992193, 141.932548343, 63.9810117903, 73.3154535449, 43.7550256441, 49.5618409787, 206.847761607, 217.640857396, 78.2529522983, 82.2308494329, 69.2833378733, 73.6121283903, 
